titre,prix,surface,pieces,quartier,type_bien,prix_m2,url,source,score_marche,etage,parking,balcon,vue_mer,etat_bien,score_jeune_couple,tags,resume_ia
Appartement avec balcon,139000,35.0,2,La Palasse,appartement,3971.43,https://www.bienici.com/annonce/safti-1-1587765,Mandataire,Opportunite,,False,True,False,inconnu,4,"[""coup_de_coeur"", ""investissement_locatif"", ""proche_transports""]",Petit appartement 2 pièces avec balcon à 139k€ en quartier La Palasse. Prix intéressant (3971€/m²). Positionnement marché favorable pour investissement ou premier achat.
"TOULON St Roch - T1 avec coin nuit, d'environ 34m2 au 1er ét",139000,34.22,2,Saint-Roch,appartement,4061.95,https://www.bienici.com/annonce/hektor-mourillon-387827,IBOX  Mourillon,Opportunite,1,False,False,False,inconnu,4,"[""proche_transports"", ""investissement_locatif"", ""centre_ville""]","T1 de 34m² au 1er étage à Saint-Roch, Toulon. Prix abordable à 139 000€ (4062€/m²). Opportunité pour jeune couple ou investissement locatif. Petit espace mais bien situé et accessible financièrement."
Appartement meublé - T2 - MOURILLON PLAGES,139000,27.0,2,Le Mourillon - La Mitre - Fort Lamalgue,appartement,5148.15,https://www.bienici.com/annonce/hektor-royal-immo-31135,Agence,Opportunite,,False,False,False,inconnu,2,"[""investissement_locatif"", ""proche_transports"", ""centre_ville""]","T2 meublé 27m² au Mourillon à 139000€. Petit espace idéal pour investissement locatif touristique. Quartier balnéaire attractif, tarif au m² élevé. Pas de parking ni balcon."
Appartement 26m² à vendre 139000€ - Toulon 83000,139000,26.0,1,Le Cap Brun - Le Petit Bois,appartement,5346.15,https://www.bienici.com/annonce/ag832778-492074021,Agence,Opportunite,,False,False,False,inconnu,2,"[""investissement_locatif""]","Studio 26m² au Cap Brun à 139000€. Surface minimale, prix/m² élevé. Positionnement intéressant pour investisseur mais peu adapté à la vie de couple."
Vente Appartement 2 pièces,139500,37.0,2,Place d'Armes,appartement,3770.27,https://www.bienici.com/annonce/iad-france-2020906,Mandataire,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""centre_ville"", ""investissement_locatif""]","Petit 2 pièces 37m² Place d'Armes à 139 500€. Budget abordable, localisation centrale idéale. Prix/m² élevé justifié par quartier dynamique et commodités."
Maison à vendre Toulon,140000,76.0,4,L'Escaillon,maison,1842.11,https://www.bienici.com/annonce/netty-company54396zsr-house-39124,Mandataire,Opportunite,,False,False,False,inconnu,4,"[""investissement_locatif"", ""coup_de_coeur""]","Maison 4 pièces (76m²) à L'Escaillon, Toulon. Prix attractif 140k€, positionnée en opportunité marché. Idéale primo-accédants ou investisseurs locatifs cherchant rapport qualité-prix intéressant en zone dynamique."
"À vendre ! Grand T3, 72 m²–ascenseur–parking privatif 83200 Toulon",140000,72.0,3,Saint-Roch,appartement,1944.44,https://www.bienici.com/annonce/ag133861-516243269,Agence,Opportunite,,True,False,False,inconnu,4,"[""parking_inclus"", ""investissement_locatif"", ""proche_transports""]","T3 de 72m² à Saint-Roch, 140k€. Parking privatif, ascenseur. Bien positionné marché avec bon rapport surface/prix. Idéal pour investisseurs ou jeunes couples cherchant entrée accessibilité."
Vente Appartement 3 pièces,140000,69.0,3,Barbès,appartement,2028.99,https://www.bienici.com/annonce/iad-france-1934024,Mandataire,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""investissement_locatif""]","Appartement 3 pièces opportunité à Barbès, 69m² pour 140k€. Prix attractif, bon potentiel investissement locatif, quartier dynamique avec transports."
"Spacieux appartement de type 3, dernier étage, ascenceur",140000,68.0,3,Barbès,appartement,2058.82,https://www.bienici.com/annonce/hektor-Agence-Gambetta-1030,Agence,Opportunite,3,False,False,False,inconnu,4,"[""centre_ville"", ""coup_de_coeur"", ""investissement_locatif""]",T3 spacieux de 68m² au dernier étage à Barbès. Prix accessible 140k€. Bien positionné sur le marché comme opportunité d'achat. Ascenseur et 3 pièces avantages majeurs.
Bel appartement T3 lumineux de 55 m² – Résidence Le Las Plaisance,140000,55.0,3,Pont de Bois,appartement,2545.45,https://www.bienici.com/annonce/ag340369-495689087,Mandataire,Opportunite,,False,False,False,bon_etat,4,"[""lumineux"", ""coup_de_coeur"", ""proche_transports""]","T3 lumineux de 55m² à Pont de Bois, 140k€. Bon prix au m², bon état. Manque parking et balcon. Opportunité pour jeune couple cherchant accès transports."
Appartement Type 3 toulon font pré,140000,52.8,3,Font Pré,appartement,2651.52,https://www.bienici.com/annonce/hektor-plan-carreimmo4-9,PLAN CARRE,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""centre_ville"", ""investissement_locatif""]",T3 à 140k€ dans le quartier central de Font Pré. 52.8m² offrant bon potentiel pour jeune couple. Prix au m² correct pour Toulon. Détails sur état et équipements manquants.
"Exclusivité Toulon Est, Appartement T2 configuré en T1bis d'",140000,42.0,2,Saint-Jean du Var,appartement,3333.33,https://www.bienici.com/annonce/hektor-fontpre-389685,IBOX Ecoquartier Font Pré,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""investissement_locatif""]","T2 d'opportunité à 140k€ dans quartier accessible. 42m² bien dimensionné pour couple. Localisation Toulon Est favorable. Prix/m² compétitif, bon potentiel locatif."
,141760,51.68,3,Saint-Jean du Var,appartement,2743.03,https://www.bienici.com/annonce/century-21-202_3064_4520,CENTURY 21 Colbert Immobilier,Opportunite,,False,False,False,inconnu,4,"[""investissement_locatif"", ""proche_transports""]","Appartement 3 pièces 51m² à Saint-Jean du Var, Toulon. Prix très compétitif 141k€, bon ratio m². Opportunité marché identifiée. Détails équipements et état non précisés."
T2 de 51 m² à deux pas des transports et commerces,142000,51.0,2,Porte d'Italie,appartement,2784.31,https://www.bienici.com/annonce/safti-1-1557528,Mandataire,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""investissement_locatif""]",T2 de 51m² au prix compétitif (142k€) dans quartier dynamique Porte d'Italie. Idéal première acquisition ou investissement locatif grâce localisation stratégique transports commerces.
Charmant T2 + pk sous sol de 43 m2 Toulon vert coteau,142000,43.0,2,Brunet,appartement,3302.33,https://www.bienici.com/annonce/ag832760-492875801,Agence,Opportunite,,True,False,False,inconnu,4,"[""parking_inclus"", ""investissement_locatif"", ""calme"", ""coup_de_coeur""]","T2 de 43m² avec parking souterrain à Brunet, Toulon. Prix opportunité à 142000€. Bien adapté jeune couple cherchant compact et abordable en quartier tranquille."
,142000,42.0,2,Saint-Jean du Var,appartement,3380.95,https://www.bienici.com/annonce/citya-immobilier-41039H-TAPP502106A,Citya Estublier,Opportunite,,False,False,False,inconnu,4,"[""investissement_locatif"", ""proche_transports""]","T2 de 42m² à Saint-Jean du Var, 142k€. Budget accessible pour jeunes couples cherchant petit investissement locatif. Quartier résidentiel avec transports."
Vente Appartement 3 pièces,143000,74.0,3,Pont du Las,appartement,1932.43,https://www.bienici.com/annonce/iad-france-2002624,Mandataire,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""investissement_locatif""]","T3 de 74m² à 143k€ au Pont du Las. Opportunité marché intéressante avec bon prix au m² (1932€). Quartier dynamique, bien situé pour transports. Budget adapté jeunes couples."
Charmant Appartement de 3 Pièces à Vendre à Toulon OUEST,143000,61.0,3,Saint-Roch,appartement,2344.26,https://www.bienici.com/annonce/nestenn-1-99939416705,"Nestenn Toulon ,Toulon Le Mourillon ,Six-Fours Les Plages, La Seyne et Bandol ",Opportunite,,False,False,False,inconnu,4,"[""coup_de_coeur"", ""investissement_locatif""]","Appartement 3 pièces 61m² à Saint-Roch, Toulon Ouest. Prix accessible 143k€. Bon potentiel pour jeune couple ou investisseurs. Détails sur condition et équipements à confirmer."
T3 dernier étage apreçu mer,143000,51.0,3,Saint-Roch,appartement,2803.92,https://www.bienici.com/annonce/hektor-gravier11-314,GRAVIER IMMOBILIER,Opportunite,,False,True,True,inconnu,4,"[""vue_mer"", ""proche_transports"", ""coup_de_coeur"", ""centre_ville""]","T3 dernier étage à Saint-Roch avec aperçu mer. 51m² bien exposé à 143k€. Quartier central, opportunité marché attractive. Idéal jeune couple malgré absence parking."
Appartement en dernier étage avec vue dégagée - Toulon,143000,47.29,2,Centre-ville,appartement,3023.9,https://www.bienici.com/annonce/hektor-32_victoriametropole2025-3034,Mandataire,Opportunite,,False,True,False,inconnu,4,"[""centre_ville"", ""coup_de_coeur"", ""lumineux"", ""proche_transports""]",T2 de 47m² au dernier étage en centre-ville à 143000€. Vue dégagée et balcon pour luminosité. Prix accessible mais pas de parking. Bien positionné pour jeune couple urbain.
Toulon : Idéal investissement locatif,143962,18.0,1,Valbertrand,appartement,7997.89,https://www.bienici.com/annonce/ag690197-490592711,PIERRE REVENTE,Opportunite,,False,False,False,inconnu,1,"[""investissement_locatif""]","Studio 18m² à Valbertrand, 143962€. Bien positionné pour investissement locatif grâce au prix accessible et localisation. Peu adapté pour résidence principale."
FAUX T4 AVEC BALCON QUARTIER CHAMPS DE MARS.,144000,68.0,4,Champs-de-Mars,appartement,2117.65,https://www.bienici.com/annonce/hektor-gabrieleimmo-418,Agence,Opportunite,,False,True,False,inconnu,4,"[""proche_transports"", ""coup_de_coeur"", ""lumineux""]","Faux T4 de 68m² à 144k€ au Champs-de-Mars avec balcon. Prix intéressant, bon potentiel pour jeune couple cherchant espace à budget maîtrisé en centre-ville toulon."
TOULON - CHAMPS DE MARS,144000,68.0,4,Champs-de-Mars,appartement,2117.65,https://www.bienici.com/annonce/hektor-sixfours-390675,IMMOBOX,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""investissement_locatif"", ""coup_de_coeur""]","Appartement 4 pièces à Toulon Champs-de-Mars. Prix très compétitif (144k€), bien positionné sur le marché. Idéal pour premier achat jeune couple avec budget limité. À vérifier état intérieur."
Toulon est ST jean: T2 42 m2 récent vendu loué avec terrasse,144000,42.0,2,Saint-Jean du Var,appartement,3428.57,https://www.bienici.com/annonce/hektor-iboxliberte-388364,IBOX GESTION LOCATION,Opportunite,,False,True,False,bon_etat,4,"[""proche_transports"", ""investissement_locatif"", ""grande_terrasse"", ""lumineux""]","T2 de 42m² récent à Saint-Jean du Var, loué, avec terrasse. Prix très accessible (144k€). Bon investissement locatif ou première acquisition pour couple sans voiture."
Claret - Charmant T3 en dernier étage,144000,41.0,3,Porte d'Italie,appartement,3512.2,https://www.bienici.com/annonce/safti-1-1579401,Mandataire,Opportunite,,False,True,False,inconnu,4,"[""lumineux"", ""proche_transports"", ""investissement_locatif""]","T3 dernier étage 41m² à Porte d'Italie. Prix accessible 144k€, balcon. Bon potentiel jeune couple, quartier bien desservi. Opportunité marché."
,144000,40.5,2,Saint-Jean du Var,appartement,3555.56,https://www.bienici.com/annonce/citya-immobilier-41039H-TAPP956331,Citya Estublier,Opportunite,,False,False,False,inconnu,4,"[""investissement_locatif"", ""proche_transports""]","T2 de 40.5m² à Saint-Jean du Var, prix opportunité à 144k€. Bien positionné pour investissement ou jeune couple. Détails sur état et équipements non précisés."
Au coeur de ville de Toulon,144000,39.0,2,Centre-ville,appartement,3692.31,https://www.bienici.com/annonce/hektor-grechimmo83250-113640,Agence,Opportunite,,False,False,False,inconnu,3,"[""proche_transports"", ""centre_ville"", ""investissement_locatif""]","T2 de 39m² au cœur du centre-ville toulonnais. Prix attractif à 144000€ (3692€/m²). Positionnement d'opportunité. Idéal investisseur ou célibataire, moins adapté pour jeune couple."
Appartement - T3 - 65m2,144500,65.0,3,Pont du Las,appartement,2223.08,https://www.bienici.com/annonce/hektor-atlasimmobilier-390186, AGENCE ATLAS IBOX,Opportunite,,False,False,False,inconnu,4,"[""investissement_locatif"", ""proche_transports""]","T3 65m² à 144500€ au Pont du Las. Prix accessible, bien situé, 3 pièces spacieuses. Opportunité d'achat pour primo-accédants ou investisseurs."
TOULON OUEST - 2 CHAMBRES - 2 BALCONs,145000,65.0,4,Pont du Las,appartement,2230.77,https://www.bienici.com/annonce/ag832778-516941942,Agence,Opportunite,,False,True,False,inconnu,4,"[""proche_transports"", ""investissement_locatif"", ""grande_terrasse""]","Appartement 4 pièces, 65m² à Toulon Ouest. Prix attractif 145k€, deux balcons, bien positionné pour jeune couple. Détails travaux et parking à vérifier."
Vente Appartement 3 pièces,145000,65.0,3,Pont du Las,appartement,2230.77,https://www.bienici.com/annonce/iad-france-2022407,Mandataire,Opportunite,,False,False,False,inconnu,4,"[""investissement_locatif"", ""proche_transports""]","Appartement 3 pièces 65m² à Pont du Las (Toulon) vendu 145k€. Prix compétitif identifié comme opportunité. Quartier dynamique, bien positionné pour investissement locatif ou primo-accédants."
Appartement 3 Pièces 64.61m² à vendre 139500€ - Toulon 83200,145000,64.0,3,Pont du Las,appartement,2265.62,https://www.bienici.com/annonce/ag832778-486790865,Agence,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""investissement_locatif""]",Appartement 3P de 64m² à 145000€ (2266€/m²) à Toulon. Bien positionné à Pont du Las avec bon rapport qualité-prix. Opportunité marché intéressante pour un jeune couple ou investisseur.
,145000,63.24,2,Centre-ville,appartement,2292.85,https://www.bienici.com/annonce/century-21-202_3689_498,CENTURY 21 Agence Vaubelle,Opportunite,,False,False,False,inconnu,4,"[""centre_ville"", ""investissement_locatif"", ""coup_de_coeur""]",Appartement 2 pièces centre-ville Toulon à 145k€. Surface 63m². Opportunité marché intéressante pour jeune couple ou investisseur locatif débutant.
Appartement de type 3 dans résidence de caractère,145000,61.0,3,La Rode,appartement,2377.05,https://www.bienici.com/annonce/hektor-2247_EXPERTIMO22-266652,Agence,Opportunite,,False,False,False,inconnu,4,"[""coup_de_coeur"", ""investissement_locatif""]","T3 de 61m² à La Rode, Toulon. Prix attractif 145000€ (2377€/m²). Résidence de caractère. Opportunité marché intéressante pour couple ou primo-accédants."
Appartement T3 - 58m2 - TOULON,145000,58.0,3,Pont du Las,appartement,2500.0,https://www.bienici.com/annonce/hektor-maisonnoire-83740-343,Maison Noire Immobilier,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""investissement_locatif""]","T3 de 58m² à Pont du Las, 145k€. Prix attractif et opportunité marché. Bien positionné pour couple primo-accédant cherchant entrée de gamme abordable en zone dynamique."
Toulon Pont du las: T3 57 M2 1er étage avec balcon et cave,145000,57.33,3,Pont du Las,appartement,2529.22,https://www.bienici.com/annonce/hektor-iboxliberte-390473,IBOX GESTION LOCATION,Opportunite,1,False,True,False,inconnu,4,"[""proche_transports"", ""investissement_locatif"", ""coup_de_coeur""]","T3 de 57m² au 1er étage à Pont du Las, Toulon. Prix attractif 145k€. Balcon et cave. Bon rapport qualité-prix pour jeune couple cherchant investissement locatif."
À vendre : Charmant appartement à Toulon Ouest !,145000,55.0,2,Toulon,appartement,2636.36,https://www.bienici.com/annonce/hektor-hektor-1_grazi-3416,Agence,Opportunite,,False,False,False,inconnu,4,"[""investissement_locatif"", ""centre_ville""]",T2 de 55m² à 145000€ en Toulon Ouest. Prix compétitif identifié comme opportunité marché. Bien positionné pour jeune couple cherchant premier achat accessible sans travaux majeurs apparents.
TOULON - CENTRE VILLE,145000,50.0,2,Porte d'Italie,appartement,2900.0,https://www.bienici.com/annonce/hektor-centreville-387671,IBOX Jaurès,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""centre_ville"", ""investissement_locatif""]","Petit 2 pièces au cœur de Toulon à prix attractif (145k€, 2900€/m²). Centre-ville quartier Porte d'Italie offre accès transports. Surface compacte sans parking ni balcon."
Appartement 49 m2 -  3 pièces - Toulon Le Port,145000,48.0,3,Centre-ville,appartement,3020.83,https://www.bienici.com/annonce/ag440414-504499871,Mandataire,Opportunite,,False,False,False,inconnu,4,"[""centre_ville"", ""investissement_locatif"", ""coup_de_coeur""]",3 pièces de 49m² au cœur du Port toulon. Prix compétitif à 145k€. Bon potentiel d'investissement locatif en zone dynamique malgré surface modeste.
T3 avec terrasse,145000,40.37,3,Saint-Jean du Var,appartement,3591.78,https://www.bienici.com/annonce/hektor-vanhees-immo-366477,Agence,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""investissement_locatif"", ""grande_terrasse""]","T3 à 145000€ à Saint-Jean du Var, 40m² avec terrasse. Bon rapport prix/surface pour Toulon. Quartier bien situé. Opportunité marché intéressante pour investissement ou primo-accédants."
Appartement,146000,67.0,3,La Palasse,appartement,2179.1,https://www.bienici.com/annonce/adapt-immo-75008153139,Agence,Opportunite,,False,False,False,inconnu,4,"[""investissement_locatif"", ""proche_transports""]","Appartement 3 pièces à La Palasse, Toulon. 67m² à 146k€, bien positionné en opportunité marché. Budget accessible pour jeune couple, quartier connecté."
Vente Appartement 3 pièces,147000,63.0,3,Saint-Roch,appartement,2333.33,https://www.bienici.com/annonce/iad-france-1962353,Mandataire,Opportunite,,False,False,False,inconnu,4,"[""coup_de_coeur"", ""investissement_locatif"", ""proche_transports"", ""centre_ville""]","Appartement 3 pièces à Saint-Roch, Toulon. 63m² à 147k€, prix compétitif. Quartier vivant et accessible. Opportunité intéressante pour jeune couple ou petit investisseur."
TOULON - LE MOURILLON  Appartement de type 2 avec cour vendu,147000,39.35,2,Le Mourillon - La Mitre - Fort Lamalgue,appartement,3735.71,https://www.bienici.com/annonce/hektor-mourillon-384319,IBOX  Mourillon,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""coup_de_coeur"", ""calme""]","T2 Le Mourillon à 147k€ avec cour privée. Quartier côtier prisé, bien positionné marché. Surface compacte mais agrémentée d'espace extérieur. Parking absent."
Vente Appartement 2 pièces,147500,45.0,2,Aguillon,appartement,3277.78,https://www.bienici.com/annonce/iad-france-2017196,Mandataire,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""investissement_locatif""]","Appartement 2 pièces dans le quartier Aguillon à prix opportunité. 45m² à 147500€, offre un bon rapport qualité-prix pour un investissement ou primo-accession à Toulon."
Exclusivité Toulon Est Appartement T3 en 1er et dernier étag,148000,62.0,3,Darboussèdes,appartement,2387.1,https://www.bienici.com/annonce/hektor-fontpre-387896,IBOX Ecoquartier Font Pré,Opportunite,1,False,False,False,inconnu,4,"[""investissement_locatif"", ""coup_de_coeur""]","T3 62m² à Toulon Est au prix attractif de 148k€. Situé en 1er étage à Darboussèdes. Bon potentiel investissement avec surface convenable pour couple, malgré absence de parking et balcon."
Vente Appartement 3 pièces,148000,62.0,3,Pont du Las,appartement,2387.1,https://www.bienici.com/annonce/iad-france-1993178,Mandataire,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""investissement_locatif""]",Appartement 3 pièces de 62m² à Pont du Las. Prix attractif à 148000€ (2387€/m²). Bien positionné pour investissement ou primo-accédants. Configuration standard sans parking ni extérieur.
Grand T3 traversant ST ROCH,148400,62.8,3,Saint-Roch,appartement,2363.06,https://www.bienici.com/annonce/netty-company53630wyb-appt-2647,Agence,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""investissement_locatif"", ""centre_ville""]","T3 traversant 62.8m² à Saint-Roch, 148.4k€. Bon potentiel pour jeune couple avec prix accessible et espace suffisant. Quartier dynamique, configuration traversante appréciable."
T4 TOULON EST LA ROSERAIE,149000,80.0,4,Saint-Jean du Var,appartement,1862.5,https://www.bienici.com/annonce/ag832760-493658990,Agence,Opportunite,,False,False,False,inconnu,4,"[""investissement_locatif"", ""coup_de_coeur"", ""proche_transports""]","T4 de 80m² à Toulon Est, prix attractif 149k€. Quartier Saint-Jean du Var résidentiel. Opportunité marché interessante pour jeune couple cherchant espace sans surcoût important."
CLOS LILY,149000,42.23,2,Pont de Suve,appartement,3528.3,https://www.bienici.com/annonce/visiteonline-p_6182699,VINCI Immobilier Promotion,Opportunite,,False,False,False,bon_etat,4,"[""proche_transports"", ""coup_de_coeur"", ""investissement_locatif""]","T2 de 42m² à Pont de Suve, bien positionné, prix attractif à 149k€. Opportunité intéressante pour jeune couple ou investisseur locatif. Quartier dynamique avec transports."
Vente Appartement 4 pièces,149000,70.0,4,Pont du Las,appartement,2128.57,https://www.bienici.com/annonce/iad-france-2007752,Mandataire,Opportunite,,False,False,False,inconnu,4,"[""investissement_locatif"", ""proche_transports""]","Appartement 4 pièces 70m² à Pont du Las, Toulon. Prix attractif 149k€. Bon potentiel pour investissement locatif. Détails sur état et équipements non spécifiés."
TOULON - ST ROCH - APPARTEMENT DUPLEX - 4 PIECES - 3 CHAMBRE,149000,67.0,4,Saint-Roch,appartement,2223.88,https://www.bienici.com/annonce/hektor-mourillon-389587,IBOX  Mourillon,Opportunite,,False,False,False,inconnu,4,"[""investissement_locatif"", ""centre_ville""]",Duplex 4 pièces/3 chambres à 149 000€ dans le quartier Saint-Roch. 67 m² bien dimensionnés pour jeune couple. Positionnement opportunité marché intéressant.
Appartement Toulon 4 pièce(s) 67 m2,149000,67.0,4,Saint-Roch,appartement,2223.88,https://www.bienici.com/annonce/immo-facile-58906350,Immo de France Toulon,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""investissement_locatif"", ""coup_de_coeur""]","4 pièces 67m² à Saint-Roch, Toulon. Prix attractif 149k€ (2224€/m²), positionnement marché opportunité. Bien dimensionné pour jeune couple, sans parking ni balcon."
Charmant Appartement 4 Pièces avec Terrasse,149000,66.33,4,Champs-de-Mars,appartement,2246.34,https://www.bienici.com/annonce/dr-house-immo-1-4131990,Agence,Opportunite,,False,True,False,bon_etat,4,"[""proche_transports"", ""coup_de_coeur"", ""investissement_locatif"", ""grande_terrasse""]","Appartement 4 pièces de 66m² à Champs-de-Mars, 149k€. Terrasse, bon état, bien situé. Prix compétitif et opportunité marché pour jeune couple cherchant premier bien."
Appartement à vendre 3 pièces TOULON Ouest Pont de Bois(83),149000,66.0,3,Pont du Las,appartement,2257.58,https://www.bienici.com/annonce/ag340369-514286474,Mandataire,Opportunite,,False,False,False,inconnu,4,"[""investissement_locatif"", ""coup_de_coeur""]","Appartement 3 pièces 66m² à Toulon Ouest, prix attractive à 149k€. Quartier Pont de Bois accessible. Bon potentiel d'investissement pour jeune couple cherchant petit budget."
TOULON EST- BEAULIEU LIMITE LA VALETTE DU VAR- APPARTEMENT T,149000,64.7,3,Beaulieu,appartement,2302.94,https://www.bienici.com/annonce/hektor-fontpre-388365,IBOX Ecoquartier Font Pré,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""investissement_locatif""]","T3 de 65m² à 149k€ à Beaulieu, secteur prisé limitrophe La Valette. Prix/m² opportuniste (2303€). Excellent rapport qualité-prix pour accession primo-accédants. Détails manquants sur finitions et équipements."
"Toulon - St Jean, T4 entièrement rénové avec mezzanine",149000,61.0,4,Saint-Jean du Var,appartement,2442.62,https://www.bienici.com/annonce/hektor-atlasimmobilier-387742, AGENCE ATLAS IBOX,Opportunite,,False,False,False,bon_etat,4,"[""coup_de_coeur"", ""proche_transports"", ""lumineux""]","T4 rénové à Toulon St-Jean, 61m² à 149k€. Mezzanine pratique, bon état. Quartier accessible. Opportunité intéressante pour jeune couple sans voiture."
À VENDRE   T2 DE 61 m2   IMMEUBLE HAUSSMANNIEN   IDÉAL INVES,149000,61.0,3,Haute-ville,appartement,2442.62,https://www.bienici.com/annonce/hektor-royalimmolavaletteduvar-30684,Agence,Opportunite,,False,False,False,inconnu,4,"[""investissement_locatif"", ""coup_de_coeur"", ""proche_transports"", ""centre_ville""]",T2/T3 haussmannien 61m² à 149k€ en Haute-ville. Opportunité d'investissement locatif avec bon rapport surface-prix. Quartier dynamique avec transports accessibles. Idéal pour jeune couple cherchant premier bien.
,149000,58.25,3,Jonquet - Guynemer,appartement,2557.94,https://www.bienici.com/annonce/citya-immobilier-41039H-TAPP957816AA,Citya Estublier,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""investissement_locatif"", ""calme""]","Appartement 3 pièces 58m² à 149k€ dans quartier Jonquet-Guynemer. Budget attractif, positionnement marché opportune. Surface modérée, absence parking/balcon. Bon potentiel locatif."
APPARTEMENT T2 TOULON OUEST,149000,55.0,3,Le Fort Rouge,appartement,2709.09,https://www.bienici.com/annonce/hektor-sixfours-388500,IMMOBOX,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""investissement_locatif"", ""centre_ville""]",T2/T3 de 55m² à 149k€ à Toulon Ouest (Fort Rouge). Prix compétitif au m² (2709€). Bon potentiel pour jeune couple cherchant entrée accessible. Situation présentée comme opportunité marché.
Vente Appartement 2 pièces,149000,55.0,2,Champs-de-Mars,appartement,2709.09,https://www.bienici.com/annonce/iad-france-1985705,Mandataire,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""coup_de_coeur"", ""investissement_locatif""]","Appartement 2 pièces 55m² à Champs-de-Mars, Toulon. Prix attractif 149k€ (2709€/m²), positionnement marché favorable. Quartier dynamique, bon potentiel pour jeune couple ou investissement."
"TOULON OUEST : Coeur Pont de Bois, Type 3 dans résidence sécu",149000,53.0,3,Pont du Las,appartement,2811.32,https://www.bienici.com/annonce/hektor-fontpre-366222,IBOX Ecoquartier Font Pré,Opportunite,,False,False,False,bon_etat,4,"[""proche_transports"", ""investissement_locatif"", ""coup_de_coeur""]","T3 de 53m² à 149k€ dans résidence sécurisée à Pont du Las. Bon rapport prix/surface, bien situé avec transports proches. Opportunité intéressante pour jeune couple ou investisseur."
Appartement T3 traversant rénové avec balcons,149000,53.0,3,Saint-Roch,appartement,2811.32,https://www.bienici.com/annonce/megagence-1-198914,Mandataire,Opportunite,,False,True,False,bon_etat,4,"[""proche_transports"", ""coup_de_coeur"", ""lumineux"", ""centre_ville""]",T3 traversant rénové 53m² à Saint-Roch. Prix avantageux 149k€ avec balcons. Bien positionné marché. Absence parking à vérifier.
Vente Appartement 2 pièces,149000,50.0,2,Centre-ville,appartement,2980.0,https://www.bienici.com/annonce/iad-france-2020890,Mandataire,Opportunite,,False,False,False,inconnu,4,"[""centre_ville"", ""coup_de_coeur"", ""investissement_locatif""]","Appartement 2 pièces à 149k€ en centre-ville toulonnais. 50 m² bien dimensionnés pour jeune couple. Prix compétitif (2980€/m²), positionné comme opportunité marché."
Vente Appartement 2 pièces,149000,49.0,2,Champs-de-Mars,appartement,3040.82,https://www.bienici.com/annonce/iad-france-1954506,Mandataire,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""investissement_locatif"", ""opportunite""]",Appartement T2 de 49m² à 149k€ dans Champs-de-Mars. Prix attractif et marché favorable. Idéal pour investisseurs ou jeune couple budget modéré.
TOULON LENDRIN,149000,46.0,2,Centre-ville,appartement,3239.13,https://www.bienici.com/annonce/hektor-lpaimmo-27290,Agence,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""centre_ville"", ""investissement_locatif""]","T2 de 46m² au cœur de Toulon à 149k€. Opportunité marché pour jeune couple cherchant centre-ville. Prix/m² compétitif, bien placé aux transports. Pas de parking ni balcon."
Vente Appartement 2 pièces,149000,45.0,2,Pont du Las,appartement,3311.11,https://www.bienici.com/annonce/iad-france-1999713,Mandataire,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""investissement_locatif""]","Petit 2 pièces de 45m² à Pont du Las, 149k€. Opportunité au prix accessible. Idéal jeune couple ou investisseur. Infos parking et balcon à confirmer avec agence."
T2 41m2 Proche Place de la Liberté,149000,41.0,2,Haute-ville,appartement,3634.15,https://www.bienici.com/annonce/hektor-IMMOBILIERE-DU-CAP-BRUN-111112,Agence,Opportunite,,False,False,False,inconnu,4,"[""proche_transports"", ""centre_ville"", ""investissement_locatif""]","T2 41m² Haute-ville, 149k€. Localisation premium proche Place Liberté, transports accessibles. Surface réduite convient à couple jeune. Opportunité prix/marché intéressante."
